,author_name,book_average_rating,book_title,genre_1,genre_2,num_ratings,num_reviews,pages,publish_date,score
10005,Cameron Dane,3.95,Something New,Erotica,Menage,1942,88,243,2010,412
10006,Trisha Ashley,4.01,Twelve Days of Christmas,Holiday,Womens Fiction,4940,468,419,2010,981
10007,Andrew E. Kaufman,3.79,While the Savage Sleeps,Horror,Mystery,2043,236,352,2010,736
10008,Daniel Suarez,4.27,Freedom™,Science Fiction,Fiction,23040,1379,406,2010,743
10010,Holly Schindler,3.77,Playing Hurt,Young Adult,Contemporary,4052,275,303,2011,1355
10011,J.R. Ward,4.28,Lover Unleashed,Fantasy,Romance,78264,3923,512,2011,2130
10012,John Rember,3.92,MFA in a Box,Language,Nonfiction,76,19,274,2011,1416
10013,Lisa Genova,3.96,Left Neglected,Fiction,Contemporary,63982,6468,324,2011,570
10014,Gayle Forman,4.04,Where She Went,Young Adult,Romance,237715,19410,264,2011,200
10017,Daniele Lanzarotta,3.71,Imprinted Souls,Paranormal,Fantasy,192,29,224,2010,810
10018,Mizuho Kusanagi,4.43,暁のヨナ 1 [Akatsuki no Yona 1],Sequential Art,Fantasy,4899,339,189,2010,892
10020,Kate Quinn,4.06,Mistress of Rome,Historical,Romance,11993,1262,470,2010,924
10021,Courtney Allison Moulton,4.23,Wings of the Wicked,Paranormal,Young Adult,14283,796,516,2012,25841
10024,Courtney Allison Moulton,4.26,Shadows in the Silence,Paranormal,Young Adult,8497,563,469,2013,2694
10026,Dan Gutman,4.13,Mission Unstoppable,Adventure,Mystery,5379,497,287,2011,290
10027,Frank Mundo,4.67,The Brubury Tales,Poetry,See top shelves…,21,9,250,2010,1193
10028,Alan Bradley,4.07,A Red Herring Without Mustard,Mystery,Fiction,33695,3709,399,2011,638
10029,Michael Scott,4.24,The Enchantress,Fantasy,Young Adult,35574,2198,513,2012,10443
10030,Wendy Wan-Long Shang,3.99,The Great Wall of Lucy Wu,Realistic Fiction,Childrens,2454,337,312,2011,2373
10031,Kristi Cook,3.83,Haven,Young Adult,Fantasy,10077,958,401,2011,2374
10033,Jana Oliver,3.99,Forsaken,Fantasy,Young Adult,17633,1486,422,2011,2724
10035,Jana Oliver,3.99,The Demon Trapper's Daughter,Fantasy,Young Adult,17633,1486,355,2011,2807
10036,M.J. O'Shea,3.88,Things I'll Never Say,Romance,Romance,1185,142,77,2010,1027
10038,Elizabeth J. Kolodziej,3.82,Vampyre Kisses,Paranormal,Paranormal,217,65,262,2010,1134
10039,Desiree Holt,3.74,Trouble in Cowboy Boots,Adult Fiction,Erotica,149,16,0,2010,1715
10040,Harper Fox,3.88,Driftwood,Romance,Contemporary,1336,155,139,2010,4762
10042,Sarah Addison Allen,3.84,The Peach Keeper,Fiction,Magical Realism,53031,6310,289,2011,3172
10045,Aline Hunter,3.76,Eternity and a Day,Romance,Fantasy,630,61,250,2009,2616
10046,John Lescroart,4.01,Damage,Mystery,Fiction,5934,311,394,2011,3326
10047,Conor Grennan,4.27,Little Princes: One Man's Promise to Bring Home the Lost Children of Nepal,Nonfiction,Autobiography,18233,2459,294,2010,1264
10048,Jack Caldwell,3.47,Pemberley Ranch,Romance,Historical,1152,182,363,2010,1292
10049,Nora Raleigh Baskin,3.63,The Summer Before Boys,Realistic Fiction,Young Adult,1081,207,196,2011,3343
10050,Nancy Straight,3.7,Meeting Destiny,Fantasy,Romance,1677,220,291,2010,1313
10051,Amanda Young,3.54,Inestimable Blessings,Romance,Contemporary,357,57,149,2010,1344
10052,Shelley Workinger,3.65,Solid,Young Adult,Romance,415,194,221,2010,4036
10054,Daisuke Sato,3.91,"Highschool of the Dead, Band 1",Horror,Sequential Art,3581,123,176,2007,1973
10055,Carolyn MacCullough,3.95,Always a Witch,Young Adult,Fantasy,6410,619,276,2011,3468
10057,Megan Crewe,3.69,The Way We Fall,Young Adult,Science Fiction,7402,1067,309,2012,1558
10058,Jodi Meadows,3.73,Incarnate,Fantasy,Young Adult,21034,2574,374,2012,1749
10059,Jill Thompson,4.28,Scary Godmother: Omnibus,Sequential Art,Sequential Art,358,58,117,2006,1054
10060,Kirsten Hubbard,3.56,Like Mandarin,Young Adult,Contemporary,1125,182,320,2011,3561
10061,V.S. Ramachandran,4.13,The Tell-Tale Brain: A Neuroscientist's Quest for What Makes Us Human,Science,Nonfiction,8662,464,384,2011,3609
10062,Jennifer Lane,3.69,With Good Behavior,Romance,Romance,542,136,223,2010,2472
10064,Donna Grant,4.31,Untamed Highlander,Fantasy,Romance,2471,122,325,2011,3620
10065,Fiona Wood,3.75,Six Impossible Things,Young Adult,Contemporary,3603,422,263,2010,792
10066,Cat Clarke,3.73,Entangled,Young Adult,Contemporary,5931,766,372,2011,4496
10068,Priya Parmar,3.83,Exit the Actress,Historical,Historical,1485,272,444,2011,5060
10070,Taylor Stevens,3.77,The Informationist,Thriller,Mystery,9374,1504,307,2011,5280
10071,David Vann,3.43,Caribou Island,Fiction,Contemporary,2799,537,293,2010,865
10072,Michael Koryta,3.74,The Cypress House,Thriller,Mystery,3528,513,415,2011,5553
10073,Brenda Pandos,4.07,The Sapphire Talisman,Young Adult,Paranormal,1468,91,320,2010,690
10074,Rebecca Maizel,3.98,Stolen Nights,Paranormal,Young Adult,2097,301,320,2012,2041
10076,Banani Ray,4.79,Awakening Inner Guru,Spirituality,Inspirational,100,23,232,2010,1407
10077,Tionne Rogers,4.07,The Substitute,Romance,Erotica,475,77,500,2010,1533
10078,Mark Pendergrast,3.67,Uncommon Grounds: The History of Coffee and How It Transformed Our World,History,Nonfiction,1965,185,480,1999,1988
10079,Nova Ren Suma,3.44,Imaginary Girls,Young Adult,Fantasy,6931,1314,348,2011,6842
10080,Hannah Blatchford,3.63,Friend or Fae,Fantasy,Fantasy,38,6,260,2010,1594
10082,Sarah Pekkanen,3.74,Skipping a Beat,Womens Fiction,Fiction,7505,808,327,2011,15576
10083,Jeffrey Brown,4.08,Cats are Weird and More Observations,Sequential Art,Humor,2230,171,108,2010,1847
10084,Madeleine Roux,3.76,Allison Hewitt Is Trapped,Horror,Horror,3836,478,340,2011,11641
10086,Laura Resau,4.12,The Queen of Water,Young Adult,Historical,2797,538,368,2011,2016
10087,Adam Carolla,3.71,In Fifty Years We'll All Be Chicks . . . And Other Complaints from an Angry Middle-Aged White Guy,Nonfiction,Humor,8384,719,256,2010,2569
10088,Samantha Kane,4.1,Love's Fortress,Erotica,Historical,1080,45,181,2010,900
10089,G.A. Hauser,3.84,The Wedding Planner,Romance,Gay Romance,1569,103,217,2009,2696
10090,Jessica Shirvington,4.01,Embrace,Paranormal,Young Adult,24272,1997,369,2010,1144
10094,Charles Todd,4.07,A Lonely Death,Mystery,Historical,4327,415,343,2011,2792
10097,Erin Dionne,3.91,Notes from an Accidental Band Geek,Young Adult,Realistic Fiction,1403,218,288,2011,398
10098,Pittacus Lore,4.17,The Power of Six,Young Adult,Fantasy,113503,6140,406,2011,35044
10099,James L. Rubart,3.99,Book of Days,Christian Fiction,Fiction,1187,168,400,2010,1325
10100,Lisa Mantchev,4.04,So Silver Bright,Fantasy,Young Adult,2209,250,354,2011,400
10102,Stacy Pershall,3.88,Loud in the House of Myself: Memoir of a Strange Girl,Autobiography,Nonfiction,3165,244,232,2010,1739
10104,Courtney Milan,3.87,Unveiled,Romance,Romance,7544,812,384,2011,400
10105,Laura Hillenbrand,4.38,"Unbroken: A World War II Story of Survival, Resilience and Redemption",Nonfiction,History,635687,43852,473,2010,892
10109,Howard Jacobson,2.77,The Finkler Question,Fiction,See top shelves…,12963,2004,307,2010,3092
10110,Carol K. Carr,3.48,India Black,Mystery,Historical,2755,450,296,2010,943
10111,Katie Kacvinsky,3.89,Awaken,Young Adult,Science Fiction,14042,1525,309,2011,434
10117,Gretchen McNeil,3.78,Possess,Young Adult,Fantasy,3551,529,382,2011,456
10120,Susan Hill,3.44,The Small Hand,Horror,Fiction,4641,570,167,2010,1271
10121,Carole Estby Dagg,3.63,The Year We Were Famous,Historical,Young Adult,636,160,256,2011,495
10123,"Mike ""The Situation"" Sorrentino",2.44,"Here's the Situation: A Guide to Creeping on Chicks, Avoiding Grenades, and Getting in Your Gtl on the Jersey Shore",Humor,Nonfiction,100,30,133,2010,1540
10124,Jenny Han,4.15,We'll Always Have Summer,Young Adult,Romance,80086,5709,291,2011,557
10125,Mary Higgins Clark,3.79,I'll Walk Alone,Mystery,Fiction,12967,1255,337,2011,591
10126,Paula McLain,3.8,The Paris Wife,Historical,Fiction,233874,20048,314,2011,625
10129,Kirsty Eagar,3.75,Saltwater Vampires,Paranormal,Young Adult,334,59,372,2010,2129
10130,Paige Harbison,3.45,Here Lies Bridget,Young Adult,Contemporary,1621,346,219,2010,2316
10132,Rebecca Zanetti,3.94,Fated,Fantasy,Romance,9655,819,299,2011,644
10133,Keigo Higashino,4.09,The Devotion of Suspect X,Mystery,Fiction,22162,3233,298,2005,5469
10135,Karen      Rose,4.16,You Belong to Me,Romance,Romance,6824,484,576,2011,655
10136,Julianne MacLean,3.87,Captured by the Highlander,Romance,Romance,5246,328,308,2011,672
10137,June Kramin,4.16,Dustin Time,Science Fiction,Romance,80,28,288,2010,495
10138,Janet Fox,3.59,Forgiven,Young Adult,Historical,367,75,288,2011,690
10140,Jo Walton,3.69,Among Others,Fantasy,Fiction,19777,3862,304,2011,698
10141,Richelle Mead,4.35,The Golden Lily,Young Adult,Paranormal,96825,6169,418,2012,2359
10142,Kathy Reichs,4.16,Seizure,Young Adult,Mystery,13146,932,496,2011,700
10143,Henrik O. Lunde,3.51,Finland's War Of Choice: The Troubled German-Finnish Coalition in World War II,History,War,223,35,432,2008,297
10144,Lenore Hart,3.34,The Raven's Bride,Historical,Fiction,366,71,358,2011,758
10145,Tessa Gratton,3.67,Blood Magic,Young Adult,Fantasy,10344,936,405,2011,851
10147,C.E. Grundler,3.2,Last Exit In New Jersey,Fiction,Mystery,463,65,472,2010,500
10148,Jenny Downham,3.7,You Against Me,Young Adult,Romance,17510,1419,413,2010,675
10152,John Conroe,4.15,God Touched,Fantasy,Fantasy,6683,305,408,2010,348
10153,David Moody,3.86,The City,Horror,Horror,3297,172,246,2005,2775
10154,Elizabeth Chandler,4.05,Evercrossed,Young Adult,Paranormal,8722,526,277,2011,870
10155,Kieran Kramer,3.54,Cloudy With A Chance Of Marriage,Romance,Romance,985,99,416,2011,881
10156,Gary Taubes,4.05,Why We Get Fat: And What to Do About It,Nonfiction,Health,16852,1885,272,2010,6676
10157,Anne Easter Smith,4.01,Queen By Right,Historical,Historical,3480,199,494,2011,900
10158,Peter Godwin,4.06,The Fear: Robert Mugabe and the Martyrdom of Zimbabwe,Cultural,Nonfiction,1548,193,384,2010,508
10159,Adam Beechen,3.74,Batman Beyond: Hush Beyond,Sequential Art,Sequential Art,792,71,144,2011,948
10160,M.T. McGuire,3.95,Few Are Chosen,Fantasy,Science Fiction,185,70,288,2010,559
10161,Lindsey Leavitt,3.78,Sean Griswold's Head,Young Adult,Romance,5925,722,288,2011,963
10162,Joanne Ellis,3.24,Spoilt,Fiction,Mystery,609,59,334,2010,2086
10163,Caroline Kennedy,4.0,She Walks in Beauty: A Woman's Journey Through Poems,Poetry,Nonfiction,1938,299,332,2011,1007
10164,Justin Bieber,4.26,First Step 2 Forever,Nonfiction,Biography,4840,507,240,2010,162
10166,Jon Sprunk,3.73,Shadow's Master,Fantasy,Fantasy,1412,60,390,2012,2375
10167,Eric Foner,4.14,The Fiery Trial: Abraham Lincoln and American Slavery,History,Nonfiction,5019,268,448,2010,172
10168,Raye Morgan,3.17,"Secret Prince, Instant Daddy!",Romance,Category Romance,42,9,192,2010,177
10169,Rebecca Rasmussen,3.29,The Bird Sisters,Fiction,Historical,3526,751,304,2011,2279
10170,Cassandra Clare,4.29,City of Lost Souls,Fantasy,Young Adult,366398,18069,534,2012,2545
10171,J.R. Loveless,3.74,Touch Me Gently,Romance,Westerns,3049,301,212,2010,223
10173,Susan Bischoff,3.76,Hush Money,Young Adult,Fantasy,3248,296,194,2010,250
10174,Abigail Thomas,3.73,A Three Dog Life,Autobiography,Nonfiction,7296,1174,190,2006,376
10177,Greta Burroughs,4.42,Gerald and the Wee People,Fantasy,See top shelves…,24,16,172,2010,4057
10178,W.W. Jacobs,3.81,The Monkey's Paw,Short Stories,Horror,6610,406,32,1902,4722
10179,Stacia Kane,4.21,Sacrificial Magic,Fantasy,Fantasy,6199,594,416,2012,2554
10180,Laurie Faria Stolarz,4.16,Deadly Little Voices,Young Adult,Fantasy,5477,348,343,2011,1120
10181,Dimitris Lyacos,4.39,Z213: EXIT,Fiction,Poetry,72,8,101,2010,284
10182,Rachel Vincent,4.31,If I Die,Young Adult,Fantasy,15479,1172,342,2011,1196
10183,Eve Edwards,3.9,The Queen's Lady,Historical,Young Adult,1345,152,336,2011,1328
10184,Robert Crais,4.2,The Sentry,Mystery,Fiction,17180,911,306,2011,1494
10185,Alister E. McGrath,3.89,The Passionate Intellect: Christian Faith and the Discipleship of the Mind,Religion,Philosophy,169,31,210,2010,626
10189,Jane Graves,3.74,Black Ties and Lullabies,Romance,Romance,3724,237,432,2011,2888
10191,Jill Knowles,3.78,Concubine,Erotica,Romance,2338,249,262,2010,538
10192,John Conroe,4.21,Demon Driven,Fantasy,Fantasy,5358,102,252,2010,863
10193,Cathy Ostlere,3.84,Karma,Young Adult,Historical,1497,257,528,2011,3348
10194,Bethany McLean,4.01,All the Devils are Here: The Hidden History of the Financial Crisis,Nonfiction,Economics,5984,428,380,2010,1045
10195,Lili St. Crow,4.19,Defiance,Young Adult,Paranormal,19527,645,272,2011,2068
10196,Travis Thrasher,4.26,Gravestone,Christian Fiction,Fiction,450,61,434,2011,1806
10197,Tess Oliver,3.68,Camille,Young Adult,Fantasy,2637,242,252,2010,1280
10198,Kanae Hazuki,4.23,"Suki-tte Ii na yo, Volume 1",Sequential Art,Manga,7060,211,164,2008,700
10200,Hannah Moskowitz,3.81,"Gone, Gone, Gone",Young Adult,Lgbt,2709,359,251,2012,2855
10201,Joann I. Martin Sowles,4.02,Laney,Paranormal,Fantasy,1877,206,296,2010,2334
10204,Sarah Vowell,3.61,Unfamiliar Fishes,Nonfiction,Humor,12500,1933,238,2011,1972
10205,Elise Allen,3.64,Populazzi,Young Adult,Romance,889,178,400,2011,2077
10206,Kwame Anthony Appiah,3.39,The Honor Code: How Moral Revolutions Happen,Philosophy,Nonfiction,589,78,288,2010,660
10207,Jet Mykles,3.99,Squire,Romance,Romance,1256,101,145,2010,4144
10208,Alannah Lynne,3.89,Saving Me,Romance,Romance,1302,154,182,2010,4328
10211,Holly Black,4.08,Black Heart,Young Adult,Fantasy,14399,1509,297,2012,3301
10212,Christina Mandelski,3.61,The Sweetest Thing,Young Adult,Romance,928,207,336,2011,2678
10214,Brian Meehl,3.53,You Don't Know About Me,Young Adult,Realistic Fiction,148,32,416,2011,4387
10215,Christa Polkinhorn,4.02,Love of a Stonemason,Romance,See top shelves…,52,14,431,2010,897
10216,William Neale,3.55,Home,Romance,Contemporary,286,31,211,2010,5814
10217,Stuart MacBride,4.2,Shatter The Bones,Mystery,Mystery,4354,220,438,2011,1588
10218,Rainbow Rowell,3.92,Attachments,Romance,Contemporary,143719,17929,323,2011,2786
10219,Sarah Waters,4.02,Fingersmith,Historical,Fiction,65137,4737,582,2002,4842
10223,Lisa Schroeder,4.0,The Day Before,Young Adult,Contemporary,6677,736,307,2011,11823
10225,Sarah Darer Littman,3.8,Want to Go Private?,Young Adult,Realistic Fiction,3581,630,330,2011,19451
10226,Lauren Myracle,3.83,Shine,Young Adult,Mystery,12433,1636,350,2011,10606
10228,Ricky Martin,3.53,Me,Biography,Nonfiction,2191,329,292,2010,460
10229,J.S. Chancellor,3.68,Son of Ereubus,Fantasy,Fantasy,266,65,292,2010,481
10231,Meg Wolitzer,2.89,The Uncoupling,Fiction,Literary Fiction,6917,1121,271,2011,13178
10232,Kristin Hannah,4.17,Night Road,Fiction,Womens Fiction,76110,7245,385,2011,14418
10233,Kim Newman,3.79,Anno Dracula,Horror,Fantasy,11104,1023,381,1992,12054
10237,Izumi Tsubaki,4.15,"Oresama Teacher, Vol. 1",Sequential Art,Manga,3928,107,192,2008,969
10238,Tymber Dalton,3.95,Acquainted with the Night,Romance,Science Fiction,1763,374,227,2010,516
10239,Daniel  Palmer,3.71,Delirious,Thriller,Mystery,1131,197,371,2011,16231
10240,Eden Maguire,3.32,Dark Angel,Paranormal,Young Adult,1441,109,398,2011,17789
10241,Daniel Arenson,3.36,Flaming Dove,Fantasy,Paranormal,292,51,293,2010,547
10242,Sophie Littlefield,3.54,Aftertime,Horror,Horror,3309,422,384,2011,7581
10243,J.N. Duncan,3.25,Deadworld,Fantasy,Fantasy,938,122,448,2011,5870
10244,Alex J. Cavanaugh,3.71,CassaStar,Science Fiction,Space,392,91,246,2010,1286
10245,Ann Patchett,3.87,State of Wonder,Fiction,Contemporary,150534,15537,353,2011,6140
10246,Elly Griffiths,3.93,The House at Sea's End,Mystery,Mystery,11951,954,352,2011,6608
10247,Jamie Magee,3.8,Insight,Fantasy,Fantasy,5488,500,314,2010,592
10248,Dina Kucera,3.82,Everything I Never Wanted to Be,Nonfiction,Autobiography,994,112,218,2010,653
10250,Cecilia Galante,3.95,The Summer of May,Childrens,Realistic Fiction,206,52,256,2011,6610
10251,Kady Cross,3.81,The Girl in the Steel Corset,Young Adult,Historical,20417,2496,473,2011,13234
10253,Lisa Roecker,3.8,The Liar Society,Mystery,Young Adult,3149,406,368,2011,5222
10255,Myra McEntire,3.8,Hourglass,Young Adult,Fantasy,18778,2462,390,2011,8760
10256,Books LLC,3.41,"Malayalam Novels (Study Guide): Marthandavarma, Khasakkinte Itihasam, Yanthram",Novels,See top shelves…,108,0,24,2010,776
10257,Heather Matthews,3.82,The Secret of the Emerald Sea,Mythology,Fantasy,387,23,269,2010,828
10258,Carolyn Meyer,3.63,Cleopatra Confesses,Historical,Young Adult,1220,149,291,2011,11400
10259,Elle Parker,4.0,Like Pizza and Beer,Mystery,Romance,951,101,292,2010,846
10260,Portia de Rossi,3.84,Unbearable Lightness: A Story of Loss and Gain,Nonfiction,Biography,35203,2497,320,2010,877
10262,K.W. Jeter,3.38,Infernal Devices,Science Fiction,Fantasy,2501,367,384,1986,15827
10263,L.K. Rigel,3.17,Space Junque,Science Fiction,Fantasy,722,121,188,2010,975
10264,H.M. Ward,3.83,Demon Kissed,Young Adult,Fantasy,4567,334,496,2011,4581
10266,Kelly Creagh,3.97,Enshadowed,Young Adult,Fantasy,7355,856,429,2012,3587
10270,Libby Fischer Hellmann,3.96,Set the Night on Fire,Thriller,Mystery,169,57,364,2010,992
10271,Tiffany Clare,3.52,The Secret Desires of a Governess,Romance,Romance,458,56,339,2011,2548
10272,R.E. Bradshaw,4.12,Rainey Days,Glbt,Mystery,692,40,297,2010,1025
10273,Tara Hudson,3.72,Hereafter,Young Adult,Fantasy,16409,1672,404,2011,2854
10274,Matthew Inman,4.1,5 Very Good Reasons to Punch a Dolphin in the Mouth and Other Useful Guides,Humor,Sequential Art,10755,594,160,2010,1143
10276,China Miéville,3.87,Embassytown,Science Fiction,Fiction,23587,2816,345,2011,8243
10277,Claire LaZebnik,3.74,Epic Fail,Young Adult,Romance,33061,2255,295,2011,4636
10280,Sarah Mlynowski,3.74,Ten Things We Did (and Probably Shouldn't Have),Young Adult,Contemporary,18212,1758,368,2011,16012
10285,Laura Hunsaker,3.78,Highland Destiny,Science Fiction,Romance,902,90,201,2010,1858
10286,Peter V. Brett,4.22,The Daylight War,Fantasy,Fantasy,47335,2111,639,2013,3162
10290,Walter Mosley,3.98,When the Thrill Is Gone,Mystery,Fiction,1828,207,359,2011,3993
10291,Suzanne Lazear,3.56,Innocent Darkness,Science Fiction,Young Adult,1195,236,408,2012,5007
10293,Nina Blazon,3.87,Ascheherz,Fantasy,Romance,812,50,544,2011,1500
10294,Jamie Wasserman,3.24,Blood and Sunlight: A Maryland Vampire Story,Paranormal,Fantasy,245,30,264,2010,2155
10295,Anders Roslund,3.83,Three Seconds,Thriller,Fiction,5230,589,489,2009,2657
10296,Lori Brighton,3.61,The Ghost Hunter,Fantasy,Romance,2027,171,291,2010,2270
10297,Karen Maitland,3.77,The Gallows Curse,Historical,Historical,1868,194,352,2011,2005
10298,Adam Jay Epstein,4.25,Secrets of the Crown,Fantasy,Fantasy,2998,162,389,2011,2599
10299,C.S. Pacat,3.93,Captive Prince,Fantasy,Romance,38823,5071,240,2012,5789
10300,J.L. Bryan,3.63,Jenny Pox,Fantasy,Young Adult,7367,934,310,2010,3283
10305,Adam Hochschild,4.15,"To End All Wars: A Story of Loyalty and Rebellion, 1914-1918",History,Nonfiction,6942,619,448,2011,2079
10306,Ben Aaronovitch,3.92,Midnight Riot,Fantasy,Fantasy,63990,6723,298,2011,1999
10308,Ben Aaronovitch,3.92,Rivers of London,Fantasy,Fantasy,63887,6712,392,2011,2147
10309,Brad Taylor,4.05,One Rough Man,Thriller,Fiction,10637,503,417,2011,2717
10310,Jennifer Richard Jacobson,3.96,Small as an Elephant,Realistic Fiction,Childrens,6334,930,0,2011,3312
10311,Shannon Delany,4.06,Bargains and Betrayals,Young Adult,Shapeshifters,3371,188,303,2011,3611
10312,Tracy Grant,3.88,Vienna Waltz,Historical,Mystery,984,85,436,2011,5782
10313,D.L. Bogdan,3.73,Rivals in the Tudor Court,Historical,English History,600,63,344,2011,3187
10314,Erin Morgenstern,4.04,The Night Circus,Fantasy,Fiction,552746,61259,387,2011,1025
10319,Derekica Snake,3.81,Cake,Romance,Paranormal,1398,175,468,2010,3372
10321,Lisa Tawn Bergren,4.25,Cascade,Science Fiction,Young Adult,9726,886,399,2011,1100
10322,Arnaldur Indriðason,3.5,Operation Napoleon,Thriller,Mystery,2330,328,336,1999,3865
10323,Angie Smibert,3.48,Memento Nora,Young Adult,Science Fiction,1028,201,184,2011,1246
10324,E.M. Kokie,3.93,Personal Effects,Young Adult,Lgbt,1583,255,352,2012,6511
10325,Joe McKinney,4.03,Apocalypse of the Dead,Horror,Horror,4004,159,513,2010,3436
10326,Blake Crouch,3.86,Draculas,Horror,Paranormal,2817,345,326,2010,4555
10327,Kendare Blake,3.95,Anna Dressed in Blood,Young Adult,Horror,86016,9314,316,2011,1264
10328,Gordon Andrews,4.12,Curran,Fantasy,Fantasy,17076,448,28,2010,100
10329,Kim Harrington,3.98,The Dead and Buried,Young Adult,Mystery,3299,579,295,2013,1110
10330,Kim Harrington,4.01,Perception,Young Adult,Fantasy,4201,473,275,2012,6642
10332,Alice Clayton,4.2,The Redhead Revealed,Romance,Romance,18083,1060,228,2010,100
10333,E.J. Stevens,3.92,Spirit Storm,Fantasy,Young Adult,212,52,210,2010,446
10335,Trish Doller,3.81,Something like Normal,Young Adult,Romance,16203,1615,224,2012,11940
10340,Julia Quinn,4.07,An Offer From a Gentleman,Romance,Romance,32935,1815,358,2001,2616
10341,Cinda Williams Chima,4.39,The Gray Wolf Throne,Fantasy,Young Adult,38565,1927,517,2011,1268
10342,Brodi Ashton,3.75,Everneath,Young Adult,Fantasy,39881,4437,370,2012,16401
10343,Hotaru Odagiri,4.17,"The Betrayal Knows My Name, Volume 01",Sequential Art,Fantasy,2416,69,368,2006,397
10344,Malinda Lo,3.78,Huntress,Fantasy,Young Adult,9543,1006,371,2011,1298
10345,Cat Patrick,3.78,Forgotten,Young Adult,Romance,17203,2316,280,2011,1381
10348,Julie Anne Peters,3.84,"She Loves You, She Loves You Not...",Lgbt,Young Adult,2289,168,288,2011,1578
10349,Jennifer Brown,3.9,Bitter End,Young Adult,Realistic Fiction,6971,767,359,2011,1712
10350,Heather Cocks,3.57,Spoiled,Young Adult,Fiction,5619,750,368,2011,1748
10351,Jean Fritz,3.65,Alexander Hamilton: the Outsider,Biography,History,578,139,144,2011,2043
10352,Tina Fey,3.95,Bossypants,Nonfiction,Humor,719899,37125,283,2011,2215
10356,Jesse Petersen,4.06,Eat Slay Love,Horror,Horror,2376,194,261,2011,2159
10358,Tymber Dalton,4.0,Bightmares,Erotica,Science Fiction,732,25,157,2010,464
10360,Caragh M. O'Brien,3.98,Prized,Science Fiction,Young Adult,22159,1773,356,2011,2510
10361,Marianne de Pierres,3.68,Burn Bright,Young Adult,Fantasy,2016,408,316,2011,2579
10362,Haley Walsh,3.78,Foxe Tail,Romance,Mystery,1113,179,288,2010,543
10363,Pam Logan,4.77,How Do You Say Goodbye,Medical,See top shelves…,13,5,358,2010,521
10364,Keith Richards,3.85,Life,Music,Biography,73462,4373,564,2010,580
10365,John Sandford,4.24,Buried Prey,Mystery,Fiction,30311,1287,390,2011,2583
10366,Olivia Cunning,4.11,Rock Hard,Romance,Adult Fiction,38348,1908,448,2011,3098
10368,Ashley Hope Pérez,3.79,What Can(t) Wait,Young Adult,Realistic Fiction,606,126,234,2011,3616
10369,Anuja Chauhan,3.64,Battle For Bittora,Romance,Womens Fiction,2116,166,426,2009,2735
10370,Ransom Riggs,3.91,Miss Peregrine's Home for Peculiar Children,Fantasy,Young Adult,824054,57696,352,2011,4584
10375,Martha Wells,3.96,The Cloud Roads,Fantasy,Fiction,5488,719,278,2011,4494
10376,Katherine Hannigan,4.12,True (. . . Sort Of),Realistic Fiction,Childrens,4539,773,368,2011,4709
10377,Heather Terrell,3.79,Eternity,Paranormal,Young Adult,1629,75,304,2011,5676
10378,Maureen Johnson,3.85,The Last Little Blue Envelope,Young Adult,Romance,22114,1607,282,2011,6037
10379,Randy Russell,3.65,Dead Rules,Young Adult,Fantasy,1727,272,376,2011,6062
10380,Libba Bray,3.62,Beauty Queens,Young Adult,Humor,45731,7233,396,2011,8004
10381,Daryl Gregory,3.84,Raising Stony Mayhall,Horror,Horror,3249,468,422,2011,8789
10382,Eileen Dreyer,3.63,Never a Gentleman,Romance,Romance,2342,260,433,2011,11658
10383,Ashwin Sanghi,3.28,The Rozabal Line,Fiction,Thriller,6449,596,278,2007,2039
10384,A.M. Harte,4.13,Other Sides: 12 Webfiction Tales,Short Stories,Fantasy,39,15,114,2010,451
10385,M.R. Mathias,3.74,The Royal Dragoneers,Fantasy,Fantasy,1566,135,360,2010,666
10386,Norah Wilson,3.6,Needing Nita,Romance,Contemporary,2084,166,27,2010,1787
10387,Robin Blake,3.21,A Dark Anatomy,Mystery,Historical,501,105,360,2011,13438
10388,Penelope Fletcher,3.57,Demon Girl,Fantasy,Young Adult,6426,643,191,2010,1992
10389,Shawn Achor,4.16,The Happiness Advantage: The Seven Principles of Positive Psychology That Fuel Success and Performance at Work,Nonfiction,Psychology,17696,1404,237,2010,2233
10390,Margaret Mallory,3.92,The Guardian,Romance,Romance,4377,328,354,2011,2283
10392,Maria E. Schneider,3.82,Under Witch Moon,Fantasy,Paranormal,209,50,273,2010,2075
10393,Laurann Dohner,4.13,Berrr's Vow,Romance,Science Fiction,6629,195,147,2010,3928
10394,Terri Garey,3.77,Devil Without a Cause,Romance,Fantasy,997,132,384,2011,15281
10395,Brady Udall,3.51,The Lonely Polygamist,Fiction,Contemporary,14322,2542,602,2010,4536
10396,Sheela Chari,3.76,Vanished,Mystery,Childrens,411,95,336,2011,27760
10397,Heath Sommer,4.13,The Grand Delusion,Mystery,Psychology,160,38,410,2010,200
10398,Josh Kaufman,4.06,The Personal MBA: Master the Art of Business,Business,Nonfiction,19845,714,416,2010,200
10399,Cherie Priest,3.71,The Inexplicables,Science Fiction,Fantasy,2111,260,366,2012,18289
10400,Heidi R. Kling,3.77,Witch's Brew,Fantasy,Young Adult,536,105,342,2012,19318
10401,Ellen Airgood,3.53,South of Superior,Fiction,Womens Fiction,3121,692,384,2011,1660
10402,Jennifer Kinsel,3.45,Restricted,Mental Health,Fiction,66,5,220,2010,875
