,author_name,book_average_rating,book_title,genre_1,genre_2,num_ratings,num_reviews,pages,publish_date,score
8584,Melanie Dickerson ,3.99,       The Merchant's Daughter ,Historical,Romance,9251,1108,284,2011,1414
8585,Jus Accardo ,3.81,       Touch ,Fantasy,Young Adult,14253,1041,284,2011,2067
8586,Jus Accardo ,3.81,       Touch ,Fantasy,Young Adult,14253,1041,284,2011,500
8587,Jus Accardo ,3.81,       Touch ,Fantasy,Young Adult,14253,1041,284,2011,699
8588,Robin Leemann Donovan ,3.71,       Is It Still Murder Even If She Was a Bitch? ,Mystery,Mystery,35,16,284,2011,358
8589,Melissa  West ,3.79,       Gravity ,Young Adult,Science Fiction,8155,803,284,2012,291
8590,Melissa  West ,3.79,       Gravity ,Young Adult,Science Fiction,8155,803,284,2012,260
8591,Melissa  West ,3.79,       Gravity ,Young Adult,Science Fiction,8152,803,284,2012,1203
8592,Muffy Morrigan ,4.22,       The Sail Weaver ,Fantasy,Fantasy,187,33,284,2012,149
8593,Muffy Morrigan ,4.22,       The Sail Weaver ,Fantasy,Fantasy,187,33,284,2012,779
8594,Rochelle Maya Callen ,3.64,       Ashes and Ice ,Young Adult,Fantasy,518,111,284,2012,186
8595,Rochelle Maya Callen ,3.64,       Ashes and Ice ,Young Adult,Fantasy,518,111,284,2012,197
8596,Rochelle Maya Callen ,3.64,       Ashes and Ice ,Young Adult,Fantasy,518,111,284,2012,274
8597,Lavinia Urban ,4.34,       Erin the Fire Goddess: Betrayal ,Young Adult,Audiobook,71,38,284,2012,2821
8598,V.W. Singer ,4.0,       Taker ,Erotica,Adult Fiction,1,2,284,2012,779
8599,Stacy Green ,4.0,       Into the Dark ,Romance,Mystery,319,101,284,2012,1290
8600,Michelle D. Argyle ,3.51,       Pieces ,Romance,New Adult,679,92,284,2013,967
8601,Jessica Sorensen ,3.84,       Shattered Promises ,New Adult,Fantasy,13856,863,284,2013,1166
8602,Erin Nicholas ,4.01,       She's the One ,Romance,Contemporary,1331,150,284,2013,494
8603,R.L. Griffin ,4.32,       Seamless ,New Adult,Romance,416,93,284,2013,1446
8604,Stephany Tullis ,4.11,       The Master's Plan ,Christian Fiction,Christian,288,60,284,2013,1220
8605,Stephany Tullis ,4.11,       The Master's Plan ,Christian Fiction,Christian,288,60,284,2013,29709
8606,Rowan Speedwell ,3.91,"       Love, Like Water ",Romance,Westerns,1294,236,284,2013,1392
8607,Rowan Speedwell ,3.91,"       Love, Like Water ",Romance,Westerns,1294,236,284,2013,1133
8608,Roxie Rivera ,4.11,       Dimitri ,Romance,Contemporary,5419,295,284,2013,885
8609,K.I. Lynn ,4.03,       Infraction ,Romance,Adult Fiction,5220,530,284,2013,1210
8610,Su Williams ,4.36,       Rock Star ,Young Adult,Fantasy,77,17,284,2014,919
8611,M.N. Forgy ,4.05,       What Doesn't Destroy Us ,Romance,See top shelves…,7111,699,284,2014,520
8612,Alexa Land ,4.16,       Salvation ,Romance,Contemporary,1267,105,284,2014,394
8613,Alexa Land ,4.16,       Salvation ,Romance,Contemporary,1267,105,284,2014,1486
8614,Kate Paddington ,3.94,       Platonic ,Romance,Contemporary,117,28,284,2014,2925
8615,Lynda J. Cox ,4.36,       Smolder on a Slow Burn ,Westerns,Romance,103,15,284,2014,1676
8616,Luna Lacour ,3.49,       Star-Crossed ,New Adult,Romance,731,120,284,2014,8005
8617,Luna Lacour ,3.49,       Star-Crossed ,New Adult,Romance,731,120,284,2014,286
8618,Chelle Bliss ,4.03,       Throttle Me ,Romance,Adult Fiction,14112,1456,284,2014,876
8619,Sandrine Gasq-Dion ,4.32,       Dirty Ross ,Romance,Fantasy,1078,85,284,2014,4565
8620,Sandrine Gasq-Dion ,4.32,       Dirty Ross ,Romance,Fantasy,1078,85,284,2014,800
8621,Tom   Myers ,3.6,       The Girl From Hanoi ,Historical,See top shelves…,30,4,284,2014,833
8622,Jessica Ruddick ,3.76,       Letting Go ,New Adult,Romance,123,53,284,2015,1480
8623,Lane Whitt ,4.11,       Keeping My Pack ,Polyamorous,Fantasy,3081,192,284,2016,482
8624,Amy Trueblood ,4.07,       Nothing But Sky ,Historical,Young Adult,205,130,284,2018,875
8625,Becky Clark ,3.57,       Fiction Can Be Murder ,Mystery,Mystery,228,115,284,2018,794
8626,Maxim Gorky ,3.92,       Mother ,Fiction,Classics,10339,730,285,1906,10796
8627,Maxim Gorky ,3.92,       Mother ,Fiction,Classics,10348,731,285,1906,92626
8628,Vita Sackville-West ,3.79,       The Edwardians ,Fiction,Classics,1005,124,285,1930,1230
8629,Rex Stout ,4.0,       Fer-de-Lance ,Mystery,Fiction,11247,670,285,1934,2807
8630,Rex Stout ,4.0,       Fer-de-Lance ,Mystery,Fiction,11247,670,285,1934,1009
8631,Marlen Haushofer ,3.99,       Die Wand ,Fiction,Science Fiction,4476,509,285,1963,856
8632,Larry Niven ,4.12,       Neutron Star ,Science Fiction,Fiction,11276,110,285,1968,2354
8633,Stephen Jay Gould ,4.12,       Ever Since Darwin: Reflections in Natural History ,Science,Nonfiction,2833,114,285,1977,2274
8634,Suzy McKee Charnas ,3.57,       The Vampire Tapestry ,Horror,Paranormal,1966,204,285,1980,3151
8635,James Lee Burke ,3.97,       The Neon Rain ,Mystery,Fiction,18661,995,285,1987,2089
8636,James Lee Burke ,3.97,       The Neon Rain ,Mystery,Fiction,18680,997,285,1987,2202
8637,Ji-li Jiang ,3.71,       Red Scarf Girl ,Nonfiction,Autobiography,10499,1447,285,1997,2365
8638,Annie Proulx ,3.99,       Close Range ,Short Stories,Fiction,13465,932,285,1999,275
8639,Mike Mignola ,3.97,"       Baltimore, or, The Steadfast Tin Soldier and the Vampire ",Horror,Fantasy,2285,241,285,2007,1194
8640,Susannah Charleson ,4.07,       Scent of the Missing: Love and Partnership with a Search-and-Rescue Dog ,Nonfiction,Animals,3926,504,285,2007,2327
8641,Tonya Hurley ,3.45,       Homecoming ,Young Adult,Fantasy,7527,330,285,2009,3420
8642,Tonya Hurley ,3.45,       Homecoming ,Young Adult,Fantasy,7530,330,285,2009,295
8643,Tymber Dalton ,4.17,       The Reluctant Dom ,Erotica,Adult Fiction,9076,1127,285,2009,1834
8644,Gregg Olsen ,3.33,       Envy ,Young Adult,Mystery,2458,516,285,2011,700
8645,Kelly Keaton ,4.15,       A Beautiful Evil ,Young Adult,Fantasy,6770,432,285,2012,14697
8646,Kelly Keaton ,4.15,       A Beautiful Evil ,Young Adult,Fantasy,6770,432,285,2012,14574
8647,Kelly Keaton ,4.15,       A Beautiful Evil ,Young Adult,Fantasy,6771,431,285,2012,15069
8648,Julie Reece ,3.62,       Crux ,Young Adult,Fantasy,1085,164,285,2012,292
8649,Kristen Ashley ,3.93,       Knight ,Romance,Adult Fiction,48486,3566,285,2012,1295
8650,Rose Christo ,4.25,       Gives Light ,Romance,Young Adult,2851,353,285,2012,6076
8651,Rebecca   Lawton ,4.14,"       Junction, Utah ",United States,Fiction,44,17,285,2013,1035
8652,Mitchel Grace ,4.06,       Wrong Place ,Romance,See top shelves…,17,2,285,2013,483
8653,Maya DeLeina ,4.64,       'Tis the Season for Seduction ,Anthologies,Romance,25,9,285,2013,15073
8654,K.C. Wells ,4.0,       Personal Secrets ,Romance,Contemporary,819,96,285,2014,32146
8655,G.G. Carver ,4.11,       Whiter than White ,Romance,Romance,424,150,285,2014,786
8656,Nora Flite ,3.43,       Only Pretend ,Dark,Romance,1733,134,285,2014,1521
8657,Stacey Nash ,3.69,       Forget Me Not ,Young Adult,Fantasy,163,55,285,2014,1526
8658,Amanda  Carlson ,3.88,       Pure Blooded ,Fantasy,Fantasy,744,82,285,2015,589
8659,Ashlee Mallory ,3.97,       Her Backup Boyfriend ,Romance,Romance,2640,229,285,2015,1658
8660,Lin-Manuel Miranda ,4.48,       Hamilton: The Revolution ,Nonfiction,History,34459,4470,285,2016,3824
8662,P.G. Wodehouse ,4.36,       The Code of the Woosters ,Fiction,Humor,19221,1318,286,1938,3160
8663,يوسف السباعي ,4.08,       أرض النفاق ,Novels,See top shelves…,6263,762,286,1949,431
8664,J.I. Packer ,4.29,       Knowing God ,Religion,Christian,38520,802,286,1973,2114
8665,J.I. Packer ,4.29,       Knowing God ,Religion,Christian,38533,803,286,1973,1074
8666,Karl Edward Wagner ,4.28,       Night Winds ,Fantasy,Heroic Fantasy,726,34,286,1978,2048
8667,Jean Sasson ,4.01,       Princess: A True Story of Life Behind the Veil in Saudi Arabia ,Nonfiction,Biography,26854,2360,286,1992,1444
8668,Jean Sasson ,4.01,       Princess: A True Story of Life Behind the Veil in Saudi Arabia ,Nonfiction,Biography,26854,2360,286,1992,2100
8669,Michelle Reid ,3.8,       The Ultimate Betrayal ,Category Romance,Romance,1923,144,286,1995,5216
8670,Caroline Knapp ,4.05,       Drinking: A Love Story ,Autobiography,Nonfiction,14948,952,286,1996,1512
8671,Clayton M. Christensen ,3.98,       The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business ,Business,Nonfiction,31016,871,286,1997,379
8672,Clayton M. Christensen ,3.98,       The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business ,Business,Nonfiction,31028,872,286,1997,2016
8673,Sven Regener ,3.86,       Herr Lehmann ,Fiction,European Literature,4204,119,286,2001,1263
8674,L.A. Banks ,3.44,       Minion ,Paranormal,Fantasy,5781,529,286,2003,2861
8675,Brent N. Hunter ,4.2,       The Rainbow Bridge: Bridge to Inner Peace and to World Peace ,Nonfiction,Self Help,60,22,286,2003,980
8676,Sara Shepard ,3.89,       Pretty Little Liars ,Young Adult,Mystery,175689,8618,286,2006,3654
8677,Sara Shepard ,3.89,       Pretty Little Liars ,Young Adult,Mystery,175703,8620,286,2006,3710
8678,Sara Shepard ,3.89,       Pretty Little Liars ,Young Adult,Mystery,175703,8620,286,2006,4650
8679,John Newsinger ,4.44,       The Blood Never Dried: A People's History of the British Empire ,History,Nonfiction,305,22,286,2006,837
8680,Suzanne Brockmann ,4.19,       All Through the Night ,Romance,Romance,5654,337,286,2007,1295
8682,Nick Trout ,3.9,"       Tell Me Where It Hurts: A Day of Humor, Healing, and Hope in My Life as an Animal Surgeon ",Animals,Nonfiction,4803,587,286,2008,1267
8683,Peter Watson Jenkins ,3.91,       Found Money ,Short Stories,Science Fiction,44,6,286,2008,419
8684,Peter Watson Jenkins ,3.91,       Found Money ,Short Stories,Science Fiction,44,6,286,2008,284
8685,Peter Watson Jenkins ,3.91,       Found Money ,Short Stories,Science Fiction,44,6,286,2008,471
8686,Mandy Hubbard ,3.59,       Prada & Prejudice ,Young Adult,Romance,5272,761,286,2009,864
8687,Tracy Wolff ,3.58,       Tease Me ,Adult Fiction,Romance,256,21,286,2010,300
8688,Susan Hubbard ,3.71,       The Season of Risks ,Paranormal,Fantasy,402,45,286,2010,781
8689,Trent Reedy ,4.03,       Words in the Dust ,Young Adult,Realistic Fiction,2751,529,286,2011,946
8690,Linda B. Myers ,3.55,       Lessons of Evil ,Cultural,Thriller,38,11,286,2011,1507
8691,Wendy Owens ,3.75,       Sacred Bloodlines ,Fantasy,Fantasy,907,98,286,2011,347
8692,Teresa Gabelman ,4.01,       Damon ,Fantasy,Paranormal,5788,409,286,2011,1840
8693,David P. Forsyth ,3.75,       Voyage of the Dead ,Horror,Horror,1037,109,286,2012,4325
8694,Jonathan Lynch ,4.18,       The Gift ,Horror,See top shelves…,44,4,286,2012,2642
8695,Jonathan Lynch ,4.18,       The Gift ,Horror,See top shelves…,44,4,286,2012,2765
8696,Tara Sivec ,4.12,       Seduction and Snacks ,Romance,Humor,46800,5571,286,2012,4005
8697,Tara Sivec ,4.12,       Seduction and Snacks ,Romance,Humor,46800,5571,286,2012,4454
8698,Julianne Donaldson ,4.17,       Blackmoore ,Romance,Historical,20931,3957,286,2013,745
8699,Julianne Donaldson ,4.17,       Blackmoore ,Romance,Historical,20939,3958,286,2013,6871
8700,Tracy Solheim ,3.92,       Game On ,Sports and Games,Romance,1707,132,286,2013,2263
8701,Tracy Solheim ,3.92,       Game On ,Sports and Games,Romance,1707,132,286,2013,289
8702,Lisa M. Harley ,3.97,       Destined to Change ,New Adult,Romance,834,125,286,2013,7680
8703,L.G. Castillo ,3.67,       Lash ,Paranormal,Fantasy,1118,214,286,2013,7501
8704,Beth Michele ,3.85,       Love Love ,Romance,New Adult,1784,285,286,2013,851
8705,C.M. Stunich ,3.85,       Real Ugly ,Romance,New Adult,9693,924,286,2013,1570
8706,C.M. Stunich ,3.85,       Real Ugly ,Romance,New Adult,9693,924,286,2013,359
8707,Kylie Scott ,4.13,       Lick ,Romance,New Adult,70118,5781,286,2013,995
8708,Meghna Pant ,3.78,       Happy Birthday! ,Short Stories,See top shelves…,100,26,286,2013,566
8709,Priscilla West ,3.83,       Wrecked ,New Adult,Romance,8826,1084,286,2013,26950
8710,Anna Celeste Burke ,4.11,       A Dead Husband ,Mystery,Mystery,541,111,286,2013,3907
8711,Anna Celeste Burke ,4.11,       A Dead Husband ,Mystery,Mystery,543,111,286,2013,1417
8712,Kelley R. Martin ,3.98,       Down and Out ,Romance,New Adult,10776,665,286,2014,48988
8713,Kelley R. Martin ,3.98,       Down and Out ,Romance,New Adult,10777,666,286,2014,14496
8714,KaraLynne Mackrory ,4.19,       Haunting Mr. Darcy - A Spirited Courtship ,Romance,Fantasy,549,94,286,2014,31013
8715,Konstanz Silverbow ,3.91,       Missing Royal ,Fantasy,Young Adult,97,49,286,2014,861
8716,Sophie Kinsella ,3.8,       Finding Audrey ,Young Adult,Contemporary,56189,8017,286,2015,2502
8717,Jovana Rodolakis ,4.29,       Forever in Hollywood ,Womens Fiction,See top shelves…,24,14,286,2015,968
8718,Susan M. Boyer ,4.26,       Lowcountry Boneyard ,Mystery,Mystery,1809,228,286,2015,360
8719,Jana Aston ,3.93,       Wrong ,Romance,New Adult,27195,2721,286,2015,463
8720,Jana Aston ,3.93,       Wrong ,Romance,New Adult,27195,2721,286,2015,7614
8721,Marieke Nijkamp ,3.66,       This Is Where It Ends ,Young Adult,Contemporary,43555,7088,286,2016,1680
8722,Marieke Nijkamp ,3.66,       This Is Where It Ends ,Young Adult,Contemporary,43567,7091,286,2016,400
8723,Marieke Nijkamp ,3.66,       This Is Where It Ends ,Young Adult,Contemporary,43606,7094,286,2016,958
8724,"G. Donald Cribbs, MA ",4.44,       The Packing House ,Young Adult,Young Adult,41,26,286,2016,2948
8725,Alexis Abbott ,3.74,       Sold to the Hitman ,Romance,Contemporary,2221,410,286,2016,3472
8726,Kate Murdoch ,4.06,       Stone Circle ,Historical,Fantasy,36,28,286,2017,10305
8728,"E.E. ""Doc"" Smith ",3.65,       Triplanetary ,Science Fiction,Fiction,5394,357,287,1934,7934
8729,Constance Savery ,4.48,       Enemy Brothers ,Historical,Young Adult,384,58,287,1944,1721
8730,Robert W. Chambers ,3.69,       The King in Yellow and Other Horror Stories ,Horror,Short Stories,6586,493,287,1970,4188
8731,جمال الغيطاني ,3.95,       الزيني بركات ,Novels,See top shelves…,3213,322,287,1974,1115
8732,جمال الغيطاني ,3.95,       الزيني بركات ,Novels,See top shelves…,3213,322,287,1974,481
8733,جمال الغيطاني ,3.95,       الزيني بركات ,Novels,See top shelves…,3214,322,287,1974,1378
8734,Elizabeth Bishop ,4.19,       The Complete Poems 1927-1979 ,Poetry,Classics,11002,262,287,1980,716
8735,Salman Rushdie ,3.86,       Shame ,Fiction,Cultural,9585,482,287,1983,1351
8736,Salman Rushdie ,3.86,       Shame ,Fiction,Cultural,9585,482,287,1983,1415
8737,Salman Rushdie ,3.86,       Shame ,Fiction,Cultural,9591,483,287,1983,7464
8738,Akif Pirinçci ,3.91,       Felidae ,Fiction,Mystery,2141,140,287,1989,11976
8739,Meg Cabot ,4.04,       Shadowland ,Young Adult,Fantasy,57704,2266,287,2000,2502
8740,H.G. Bissinger ,3.87,"       Three Nights in August: Strategy, Heartbreak, and Joy Inside the Mind of a Manager ",Sports and Games,Sports,6871,286,287,2005,608
8741,Susane Colasanti ,3.75,       When It Happens ,Young Adult,Romance,35266,1278,287,2006,1197
8742,Austin Grossman ,3.68,       Soon I Will Be Invincible ,Fiction,Fantasy,12322,1798,287,2007,2387
8743,Austin Grossman ,3.68,       Soon I Will Be Invincible ,Fiction,Fantasy,12325,1799,287,2007,5833
8744,Steve Hockensmith ,3.48,       Dawn of the Dreadfuls ,Horror,Horror,21230,935,287,2007,3102
8745,Lorelei James ,3.97,       Long Hard Ride ,Adult Fiction,Romance,18282,1167,287,2007,6368
8746,Lorelei James ,3.97,       Long Hard Ride ,Adult Fiction,Romance,18283,1167,287,2007,4574
8747,Al Sarrantonio ,3.32,       Halloween and Other Seasons ,Holiday,Anthologies,59,10,287,2008,2065
8748,Gwen Cooper ,4.19,       Homer's Odyssey ,Nonfiction,Animals,12803,1708,287,2009,7993
8749,Gwen Cooper ,4.19,       Homer's Odyssey ,Nonfiction,Animals,12805,1708,287,2009,8043
8750,Gwen Cooper ,4.19,       Homer's Odyssey ,Nonfiction,Animals,12807,1708,287,2009,8080
8751,Christopher McDougall ,4.28,"       Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen ",Nonfiction,Sports and Games,140317,12614,287,2009,14185
8752,Christopher McDougall ,4.28,"       Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen ",Nonfiction,Sports and Games,140418,12615,287,2009,14983
8753,Ally Carter ,3.91,       Heist Society ,Young Adult,Mystery,83265,5071,287,2010,2025
8754,Dan Gutman ,4.13,       Mission Unstoppable ,Adventure,Mystery,5379,497,287,2011,290
8755,Tiffany King ,3.73,       Meant to Be ,Paranormal,Fantasy,5344,388,287,2011,1832
8756,Meggan Connors ,3.71,       The Marker ,Romance,Historical,605,57,287,2011,1087
8757,Jillian Dodd ,3.95,       That Boy ,Romance,Young Adult,29127,2167,287,2011,5012
8758,Jillian Dodd ,3.95,       That Boy ,Romance,Young Adult,29128,2168,287,2011,5413
8759,Kimberly Cutter ,3.4,       The Maid ,Historical,Fiction,2022,369,287,2011,1616
8760,Barry Wolverton ,3.77,       Neversink ,Fantasy,Animals,374,85,287,2012,1207
8761,Brené Brown ,4.26,"       Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead ",Nonfiction,Self Help,78367,6072,287,2012,264
8762,Chrissy Peebles ,3.52,       The Zombie Chronicles ,Horror,Horror,1668,156,287,2012,1591
8763,J.L. Mac ,4.07,       Wreck Me ,Romance,New Adult,10741,890,287,2013,7258
8764,Tijan ,4.27,       Fallen Crest Family ,Romance,New Adult,24436,1171,287,2013,817
8765,Vicki Green ,3.4,       My Savior Forever ,Romance,Sociology,693,125,287,2013,198
8766,Belle Aurora ,4.1,       Willing Captive ,Romance,New Adult,19685,1784,287,2013,7476
8767,Belle Aurora ,4.1,       Willing Captive ,Romance,New Adult,19686,1784,287,2013,2192
8768,Belle Aurora ,4.1,       Willing Captive ,Romance,New Adult,19686,1784,287,2013,799
8769,Kate Alcott ,3.6,       The Daring Ladies of Lowell ,Historical,Fiction,6584,1045,287,2014,538
8770,Rachel Aaron ,4.11,       Nice Dragons Finish Last ,Fantasy,Fantasy,8194,918,287,2014,1685
8771,Ashlyn Macnamara ,3.64,       What a Lady Craves ,Romance,Romance,314,92,287,2014,2221
8772,Melanie  James ,4.33,       Joyful Leigh ,Fantasy,Romance,207,35,287,2014,5887
8773,Mat Johnson ,3.55,       Loving Day ,Fiction,Humor,3075,479,287,2015,1303
8774,Amy Zhang ,3.35,       This Is Where the World Ends ,Young Adult,Contemporary,2985,641,287,2016,12835
8775,Erica M. Chapman ,3.93,       Teach Me to Forget ,Young Adult,Contemporary,1235,207,287,2016,1122
8776,Kathleen Rooney ,3.85,       Lillian Boxfish Takes a Walk ,Fiction,Historical,13104,2516,287,2017,1254
8777,Meghan Scott Molin ,3.94,       The Frame-Up ,Mystery,Romance,2953,472,287,2018,11404
8792,W.E.B. Du Bois ,4.27,       The Souls of Black Folk ,Nonfiction,History,28274,1084,288,1903,7691
8793,W.E.B. Du Bois ,4.27,       The Souls of Black Folk ,Nonfiction,History,28277,1084,288,1903,10333
8794,Booth Tarkington ,3.76,       The Magnificent Ambersons ,Fiction,Classics,9030,753,288,1918,5467
8795,Booth Tarkington ,3.76,       The Magnificent Ambersons ,Fiction,Classics,9031,753,288,1918,2700
8796,Agatha Christie ,4.23,       The Murder of Roger Ackroyd ,Mystery,Fiction,109660,7241,288,1926,278
8797,Dorothy L. Sayers ,4.03,       Clouds of Witness ,Mystery,Fiction,15470,914,288,1926,630
8798,Frederic Manning ,3.94,       Her Privates We ,Fiction,War,833,86,288,1929,1399
8799,William Faulkner ,3.72,       As I Lay Dying ,Classics,Fiction,121652,6359,288,1930,579
8800,William Faulkner ,3.72,       As I Lay Dying ,Classics,Fiction,121652,6359,288,1930,613
8801,Aldous Huxley ,3.98,       Brave New World ,Classics,Fiction,1228097,24134,288,1932,748
8802,Aldous Huxley ,3.98,       Brave New World ,Classics,Fiction,1228161,24140,288,1932,1426
8803,Aldous Huxley ,3.98,       Brave New World ,Classics,Fiction,1228623,24158,288,1932,4467
8804,Georgette Heyer ,4.2,       Devil's Cub ,Romance,Romance,11884,896,288,1932,991
8805,Carol Ryrie Brink ,4.0,       Caddie Woodlawn ,Historical,Childrens,41323,1287,288,1935,2259
8806,Carol Ryrie Brink ,4.0,       Caddie Woodlawn ,Historical,Childrens,41324,1287,288,1935,23264
8807,Carol Ryrie Brink ,4.0,       Caddie Woodlawn ,Historical,Childrens,41325,1287,288,1935,5093
8808,Carol Ryrie Brink ,4.0,       Caddie Woodlawn ,Historical,Childrens,41341,1287,288,1935,2724
8809,Dale Carnegie ,4.17,       How to Win Friends and Influence People ,Nonfiction,Self Help,418132,10597,288,1936,3959
8810,Dale Carnegie ,4.17,       How to Win Friends and Influence People ,Nonfiction,Self Help,418314,10599,288,1936,16111
8811,Dale Carnegie ,4.17,       How to Win Friends and Influence People ,Nonfiction,Self Help,418314,10599,288,1936,2108
8812,Dale Carnegie ,4.17,       How to Win Friends and Influence People ,Nonfiction,Self Help,418638,10610,288,1936,970
8813,Kurban Said ,3.92,       Ali and Nino ,Fiction,Historical,4889,580,288,1937,310
8814,Betty MacDonald ,3.93,       The Egg and I ,Humor,Autobiography,7301,722,288,1945,1451
8815,Betty MacDonald ,3.93,       The Egg and I ,Humor,Autobiography,7301,722,288,1945,1484
8816,Charles B. MacDonald ,4.18,       Company Commander: The Classic Infantry Memoir of World War II ,History,War,3598,105,288,1947,624
8817,Josephine Tey ,4.01,       Brat Farrar ,Mystery,Fiction,5993,723,288,1949,1426
8818,Audie Murphy ,4.2,       To Hell and Back ,History,Nonfiction,5150,188,288,1949,618
8819,يوسف السباعي ,4.08,       أرض النفاق ,Novels,See top shelves…,6265,762,288,1949,933
8820,Nevil Shute ,4.13,       A Town Like Alice ,Fiction,Historical,44884,3060,288,1950,9412
8821,Paul Brickhill ,4.24,       The Great Escape ,History,Nonfiction,7237,336,288,1950,22306
8822,Richard   Mason ,3.87,       The World of Suzie Wong ,Fiction,Cultural,849,82,288,1957,4906
8823,Maxwell Maltz ,4.22,"       Psycho-Cybernetics, A New Way to Get More Living Out of Life ",Psychology,Self Help,13279,389,288,1960,2103
8824,Maxwell Maltz ,4.22,"       Psycho-Cybernetics, A New Way to Get More Living Out of Life ",Psychology,Self Help,13283,389,288,1960,7224
8825,Theodore Roethke ,4.15,       The Collected Poems ,Poetry,Classics,4626,90,288,1961,3228
8826,Eugene Burdick ,4.15,       Fail-Safe ,Fiction,Thriller,4884,148,288,1962,359
8827,Robert A. Heinlein ,4.17,       The Moon is a Harsh Mistress ,Science Fiction,Fiction,95835,3237,288,1966,2323
8828,Robert A. Heinlein ,4.17,       The Moon is a Harsh Mistress ,Science Fiction,Fiction,95870,3236,288,1966,1228
8829,Richard Scarry ,4.22,       Richard Scarry's Best Storybook Ever! ,Childrens,Childrens,7699,135,288,1969,3079
8830,Elisabeth Kübler-Ross ,4.16,       On Death and Dying ,Psychology,Nonfiction,22376,422,288,1969,1344
8831,Larry Niven ,3.96,       Ringworld ,Science Fiction,Fiction,92522,2992,288,1970,428
8832,James Dickey ,3.87,       Deliverance ,Fiction,Classics,27806,1172,288,1970,911
8833,James Dickey ,3.87,       Deliverance ,Fiction,Classics,27812,1172,288,1970,724
8834,James Dickey ,3.87,       Deliverance ,Fiction,Classics,27812,1172,288,1970,679
8835,James Dickey ,3.87,       Deliverance ,Fiction,Classics,27824,1173,288,1970,1011
8836,Ross Macdonald ,3.95,       The Underground Man ,Mystery,Fiction,1527,129,288,1971,1098
8837,John Brunner ,3.97,       The Shockwave Rider ,Science Fiction,Fiction,3358,176,288,1975,3291
8838,Fred Saberhagen ,3.77,       The Dracula Tape ,Paranormal,Horror,1627,107,288,1975,6512
8839,Francis A. Schaeffer ,4.16,       How Should We Then Live? The Rise and Decline of Western Thought and Culture ,Philosophy,Christian,10721,390,288,1975,747
8840,Mildred D. Taylor ,3.81,"       Roll of Thunder, Hear My Cry ",Historical,Young Adult,104338,4454,288,1976,1048
8841,Mildred D. Taylor ,3.81,"       Roll of Thunder, Hear My Cry ",Historical,Young Adult,104338,4454,288,1976,524
8842,Mildred D. Taylor ,3.81,"       Roll of Thunder, Hear My Cry ",Historical,Young Adult,104339,4454,288,1976,930
8843,Mildred D. Taylor ,3.81,"       Roll of Thunder, Hear My Cry ",Historical,Young Adult,104349,4454,288,1976,3093
8844,John Varley ,4.14,       The Persistence of Vision ,Science Fiction,Short Stories,1915,102,288,1977,2180
8845,Richard Matheson ,3.95,       What Dreams May Come ,Fiction,Fantasy,10233,923,288,1978,2868
8846,Jim Harrison ,4.06,       Legends of the Fall ,Fiction,Historical,8096,438,288,1979,13703
8847,Gary Larson ,4.51,       The PreHistory of The Far Side: A 10th Anniversary Exhibit ,Humor,Sequential Art,7920,156,288,1980,1089
8848,Roald Dahl ,4.06,       The Umbrella Man and Other Stories ,Short Stories,Fiction,3656,305,288,1982,2835
8849,Elfriede Jelinek ,3.55,       The Piano Teacher ,Fiction,Nobel Prize,7527,731,288,1983,1734
8850,Joseph F. Girzone ,3.99,       Joshua ,Fiction,Christian Fiction,3830,412,288,1983,685
8851,Ken Dryden ,4.12,       The Game ,Sports and Games,Nonfiction,4897,263,288,1983,1343
8852,Yasunari Kawabata ,4.01,       Palm-of-the-Hand Stories ,Fiction,Cultural,2181,185,288,1984,2778
8853,Iain Banks ,3.84,       The Bridge  ,Fiction,Fantasy,9539,297,288,1986,929
8854,Harvey MacKay ,3.97,"       Swim with the Sharks Without Being Eaten Alive: Outsell, Outmanage, Outmotivate, and Outnegotiate Your Competition ",Business,Nonfiction,4802,124,288,1988,824
8855,Mike Gold ,4.09,       The Greatest Joker Stories Ever Told ,Sequential Art,Sequential Art,893,38,288,1988,423
8856,Amy Tan ,3.91,       The Joy Luck Club ,Fiction,Historical,557277,7732,288,1989,1434
8857,Amy Tan ,3.91,       The Joy Luck Club ,Fiction,Historical,557357,7734,288,1989,1554
8858,Hanif Kureishi ,3.72,       The Buddha of Suburbia ,Fiction,Contemporary,12551,696,288,1990,392
8859,Hitoshi Iwaaki ,4.26,"       Parasyte, Volume 1 ",Sequential Art,Horror,4235,251,288,1990,7636
8860,Karin Kallmaker ,4.02,       Touchwood ,Glbt,Romance,557,23,288,1990,200
8861,Kate Fenton ,3.21,       Vanity and Vexation: A Novel of Pride and Prejudice ,Womens Fiction,Romance,412,59,288,1991,378
8862,Helen Prejean ,4.08,       Dead Man Walking: The Eyewitness Account of the Death Penalty That Sparked a National Debate ,Nonfiction,Autobiography,6197,463,288,1993,37130
8863,Steve Neil Johnson ,4.15,       False Confessions ,Mystery,Romance,61,14,288,1993,1954
